Name,Scholar Link,DOI,Bibtex,PDF Name,Year,Scholar page,Journal,Downloaded,Downloaded from,Authors
"Prevalence, Characteristics, and Antimicrobial Resistance Patterns of Salmonella in Retail Pork in Jiangsu Province, Eastern China",,10.4315/0362-028X.JFP-13-269,True,Prevalence_ Characteristics_ and Antimicrobial Resistance Patterns of Salmonella in Retail Pork in Jiangsu Province_ Eastern China.pdf,2014,,International Association for Food Protection,True,SciHub,YU-CHEN LI and ZHI-MING PAN and XI-LONG KANG and SHI-ZHONG GENG and ZHONG-YI LIU and YIN-QIANG CAI and XIN-AN JIAO
Resistance to Antimicrobial Agents among Salmonella Isolates Recovered from Layer Farms and Eggs in the Caribbean Region,,10.4315/0362-028X.JFP-14-162,True,Resistance to Antimicrobial Agents among Salmonella Isolates Recovered from Layer Farms and Eggs in the Caribbean Region.pdf,2014,,International Association for Food Protection,True,SciHub,ABIODUN ADESIYUN and LLOYD WEBB and LISA MUSAI and BOWEN LOUISON and GEORGE JOSEPH and ALVA STEWART-JOHNSON and SANNANDAN SAMLAL and SHELLY RODRIGO
"Isolation and Molecular Characterization of Multidrug-Resistant Enterobacteriaceae Strains from Pork and Environmental Samples in Xiamen, China",,10.4315/0362-028X.JFP-14-172,True,Isolation and Molecular Characterization of Multidrug-Resistant Enterobacteriaceae Strains from Pork and Environmental Samples in Xiamen_ China.pdf,2015,,International Association for Food Protection,True,SciHub,ZONGBAO LIU and ZHIGANG ZHANG and HE YAN and JIANRONG LI and LEI SHI
"Resistance Phenotypes and Genotypes of Salmonella enterica subsp. enterica Isolates from Feed, Pigs, and Carcasses in Brazil",,10.4315/0362-028X.JFP-14-274,True,Resistance Phenotypes and Genotypes of Salmonella enterica subsp. enterica Isolates from Feed_ Pigs_ and Carcasses in Brazil.pdf,2015,,International Association for Food Protection,True,SciHub,GRACIELA VOLZ LOPES and CAROLINE PISSETTI and D{\'{E}}BORA da CRUZ PAY{\~{A}}O PELLEGRINI and LUIS EDUARDO da SILVA and MARISA CARDOSO
"Prevalence, Resistance Patterns, and Risk Factors for Antimicrobial Resistance in Bacteria from Retail Chicken Meat in Colombia",,10.4315/0362-028X.JFP-14-349,True,Prevalence_ Resistance Patterns_ and Risk Factors for Antimicrobial Resistance in Bacteria from Retail Chicken Meat in Colombia.pdf,2015,,International Association for Food Protection,True,SciHub,PILAR DONADO-GODOY and BARBARA A. BYRNE and MARIBEL LE{\'{O}}N and RICARDO CASTELLANOS and CONSUELO VANEGAS and ADRIANA CORAL and ALEJANDRA AREVALO and VIVIANA CLAVIJO and MERCEDES VARGAS and JUAN J. ROMERO ZU{\~{N}}IGA and McALLISTER TAFUR and ENRIQUE P{\'{E}}REZ-GUTIERREZ and WOUTRINA A. SMITH
Molecular Characterization and Antimicrobial Resistance Profile of Methicillin-Resistant Staphylococcus aureus in Retail Chicken,,10.4315/0362-028X.JFP-15-150,True,Molecular Characterization and Antimicrobial Resistance Profile of Methicillin-Resistant Staphylococcus aureus in Retail Chicken.pdf,2015,,International Association for Food Protection,True,SciHub,KHALID IBRAHIM SALLAM and SAMIR MOHAMMED ABD-ELGHANY and MOHAMED ELHADIDY and TOMOHIRO TAMURA
"Multidrug-Resistant Salmonella Isolates from Swine in the Eastern Cape Province, South Africa",,10.4315/0362-028X.JFP-15-224,True,Multidrug-Resistant Salmonella Isolates from Swine in the Eastern Cape Province_ South Africa.pdf,2016,,International Association for Food Protection,True,SciHub,CHINWE JULIANA IWU and BENSON CHUKS IWERIEBOR and LARRY CHIKWELU OBI and ALBERTUS KOTZE BASSON and ANTHONY IFEANYI OKOH
"Load and Prevalence of Antimicrobial-Resistant Escherichia coli from Fresh Goat Meat in Arusha, Tanzania",,10.4315/0362-028X.JFP-15-573,True,Load and Prevalence of Antimicrobial-Resistant Escherichia coli from Fresh Goat Meat in Arusha_ Tanzania.pdf,2016,,International Association for Food Protection,True,SciHub,GASPARY MWANYIKA and DOUGLAS R. CALL and BENARDETHER RUGUMISA and CATHERINE LUANDA and REHEMA MURUTU and MURUGAN SUBBIAH and JORAM BUZA
"Prevalence of Antibiotic-Resistant Fecal Escherichia coli Isolates from Penned Broiler and Scavenging Local Chickens in Arusha, Tanzania",,10.4315/0362-028X.JFP-15-584,True,Prevalence of Antibiotic-Resistant Fecal Escherichia coli Isolates from Penned Broiler and Scavenging Local Chickens in Arusha_ Tanzania.pdf,2016,,International Association for Food Protection,True,SciHub,BERNADETHER T. RUGUMISA and DOUGLAS R. CALL and GASPARY O. MWANYIKA and REHEMA I. MRUTU and CATHERINE M. LUANDA and BEATUS M. LYIMO and MURUGAN SUBBIAH and JORAM J. BUZA
"Prevalence and Antibiotic Resistance Profiles of Extended-Spectrum β-Lactamase–Producing Escherichia coli Isolated from Healthy Broilers in Shandong Province, China",,10.4315/0362-028X.JFP-16-025,True,Prevalence and Antibiotic Resistance Profiles of Extended-Spectrum β-Lactamase_Producing Escherichia coli Isolated from Healthy Broilers in Shandong Province_ China.pdf,2016,,International Association for Food Protection,True,SciHub,SONG LI and MIAOMIAO ZHAO and JUNHE LIU and YUFA ZHOU and ZENGMIN MIAO
Characterization of Extended-Spectrum β-Lactamase–Producing Escherichia coli Isolates from Pigs and Farm Workers,,10.4315/0362-028X.JFP-16-093,True,Characterization of Extended-Spectrum β-Lactamase_Producing Escherichia coli Isolates from Pigs and Farm Workers.pdf,2016,,International Association for Food Protection,True,SciHub,HONGNA ZHANG and ZHENZHEN ZHAI and QING LI and LINGHONG LIU and SHUYUAN GUO and QIMENG LI and LINGLING YANG and CHAOQUN YE and WEISHAN CHANG and JING ZHAI
"Prevalence and Antimicrobial Resistance of Salmonella Isolates from Chicken Carcasses in Retail Markets in Yangon, Myanmar",,10.4315/0362-028X.JFP-16-407,True,Prevalence and Antimicrobial Resistance of Salmonella Isolates from Chicken Carcasses in Retail Markets in Yangon_ Myanmar.pdf,2017,,International Association for Food Protection,True,SciHub,Aung Zaw Moe and Peter Paulsen and Duangporn Pichpol and Reinhard Fries and Herlinde Irsigler and Maximilian P. O. Baumann and Kyaw Naing Oo
"Prevalence and Characterization of Campylobacter jejuni Isolated from Retail Chicken in Tianjin, China",,10.4315/0362-028X.JFP-16-561,True,Prevalence and Characterization of Campylobacter jejuni Isolated from Retail Chicken in Tianjin_ China.pdf,2017,,International Association for Food Protection,True,SciHub,Hui Ma and Yulan Su and Luyao Ma and Lina Ma and Ping Li and Xinjun Du and Greta GÃ¶lz and Shuo Wang and Xiaonan Lu
"Prevalence and Antimicrobial Resistance of Salmonella Isolates Recovered from Retail Pork in Major Village Markets in Tai'an Region, China",,10.4315/0362-028X.JFP-17-019,True,Prevalence and Antimicrobial Resistance of Salmonella Isolates Recovered from Retail Pork in Major Village Markets in Tai_an Region_ China.pdf,2017,,International Association for Food Protection,True,SciHub,Zengmin Miao and Song Li and Kun Qin and Yufa Zhou
Antibiotic Resistance Profile of Commensal Escherichia coli Isolated from Broiler Chickens in Qatar,,10.4315/0362-028X.JFP-17-191,True,Antibiotic Resistance Profile of Commensal Escherichia coli Isolated from Broiler Chickens in Qatar.pdf,2017,,International Association for Food Protection,True,SciHub,Nahla O. Eltai and Elmoubasher A. Abdfarag and Hamad Al-Romaihi and Eman Wehedy and Mahmoud H. Mahmoud and Osama K. Alawad and Mohammed M. Al-Hajri and Asmaa A. Al Thani and Hadi M. Yassine
Prevalence and Molecular Characterization of Antimicrobial Resistance in Escherichia coli Isolated from Raw Milk and Raw Milk Cheese in Egypt,,10.4315/0362-028X.JFP-17-277,True,Prevalence and Molecular Characterization of Antimicrobial Resistance in Escherichia coli Isolated from Raw Milk and Raw Milk Cheese in Egypt.pdf,2018,,International Association for Food Protection,True,SciHub,Rabee A. Ombarak and Atsushi Hinenoya and Abdel-Rahman M. Elbagory and Shinji Yamasaki
Characterization of Toxin Genes and Antimicrobial Susceptibility of Staphylococcus aureus from Retail Raw Chicken Meat,,10.4315/0362-028X.JFP-17-309,True,Characterization of Toxin Genes and Antimicrobial Susceptibility of Staphylococcus aureus from Retail Raw Chicken Meat.pdf,2018,,International Association for Food Protection,True,SciHub,SUIXIA LI and PANPAN WANG and JIALIN ZHAO and LUHONG ZHOU and PENGFEI ZHANG and CHENGYU FU and JIANGHONG MENG and XIN WANG
Carbapenemases and Extended-Spectrum β-Lactamase–Producing Multidrug-Resistant Escherichia coli Isolated from Retail Chicken in Peshawar: First Report from Pakistan,,10.4315/0362-028X.JFP-18-045,True,Carbapenemases and Extended-Spectrum β-Lactamase_Producing Multidrug-Resistant Escherichia coli Isolated from Retail Chicken in Peshawar_ First Report from Pakistan.pdf,2018,,International Association for Food Protection,True,SciHub,KAFEEL AHMAD and FARYAL KHATTAK and AMJAD ALI and SHAISTA RAHAT and SHAZIA NOOR and NARGAS MAHSOOD and RAMLA SOMAYYA
"Presence of Multidrug-Resistant Shiga Toxin–Producing Escherichia coli, Enteropathogenic Escherichia coli, and Enterotoxigenic Escherichia coli on Fresh Cheeses from Local Retail Markets in Mexico",,10.4315/0362-028X.JFP-18-166,True,,2018,,International Association for Food Protection,False,,MAR{\'{I}}A C. de la ROSA-HERN{\'{A}}NDEZ and ARTURO CADENA-RAM{\'{I}}REZ and ALEJANDRO T{\'{E}}LLEZ-JURADO and CARLOS A. G{\'{O}}MEZ-ALDAPA and ESMERALDA RANGEL-VARGAS and EDGAR ARTURO CH{\'{A}}VEZ-URBIOLA and JAVIER CASTRO-ROSAS
"Prevalence and Characteristics of Quinolone Resistance in Salmonella Isolated from Retail Foods in Lanzhou, China",,10.4315/0362-028X.JFP-19-001,True,Prevalence and Characteristics of Quinolone Resistance in Salmonella Isolated from Retail Foods in Lanzhou_ China.pdf,2019,,International Association for Food Protection,True,SciHub,QIWEI CHEN and XIONGWEI GONG and FUYING ZHENG and PENG JI and ZIWEN YUAN and YONGSHENG LIU and YANMING WEI
"First Detection of FOX-1 AmpC β-lactamase Gene Expression Among Escherichia coli Isolated from Abattoir Samples in Abakaliki, Nigeria",,10.5001/omj.2018.44,True,,2018,,Oman Medical Journal,False,,Ejikeugwu Chika and Esimone Charles and Iroha Ifeanyichukwu and Adikwu Michael
,,10.5202/vetworld.2015.1-8,False,,,,,False,,
,,10.5281/zenodo.804848,False,,,,,False,,
"Prevalence and antibiotic resistance profile of <i>Salmonella</i> from livestock and poultry raw meat, Nepal",,10.5376/ijmvr.2016.06.0001,True,,2016,,"Sophia Publishing Group, Inc.",False,,Dhakal Laxman Bahadur and Dhakal Ishwari Prasad and Yadav Saroj Kumar and Ahaduzzaman Md. and Islam Md. Zohorul
Prevalence and Characterization of Shiga Toxin-Producing Escherichia coli Isolated from Slaughtered Qurban Animal in Jakarta Province,,10.5398/medpet.2016.39.2.90,True,,2016,,Media Peternakan,False,,S. G. Ningrum and R. D. Soejoedono and H. Latif and W. Arnafia and I. W. T. Wibawan
"Qualidade microbiológica e suscetibilidade antimicrobiana do leite in natura comercializado em Cruz das Almas, Bahia",,10.5433/1679-0359.2012v33n6p2315,True,,2012,,Universidade Estadual de Londrina,False,,Norma Suely E Barreto and Gleyde Cordova da F Santos and Aura Lacerda Crepaldi and Rebeca Ayala R dos Santos
"Detection of extended spectrum beta-lactamases and resistance in members of the Enterobacteriaceae family isolated from healthy sheep and dogs in Umuarama, Paraná, Brazil",,10.5433/1679-0359.2016v37n2p829,True,,2016,,Universidade Estadual de Londrina,False,,Patricia Alves de Oliveira and Rodrigo Assun{\c{c}}{\~{a}}o Moura and Graziela Vendrame Rodrigues and Karoline Franciani Cardoso Lopes and Melissa Marchi Zaniolo and Kariny Aparecida Jardim Rubio and Eduardo Herrera Dias and Leila Alves de Oliveira and Roberta Torres Chideroli and Daniela Dib Gon{\c{c}}alves
Bovine mastitis: prevalence and antimicrobial susceptibility profile and detection of genes associated with biofilm formation in Staphylococcus aureus,,10.5433/1679-0359.2016v37n3p1369,True,Bovine mastitis_ prevalence and antimicrobial susceptibility profile and detection of genes associated with biofilm formation in Staphylococcus aureus.pdf,2016,,Universidade Estadual de Londrina,True,SciHub,Valeska Paula Casanova and Juceam Appio and Eduardo Kohl and Tais Regina Michaelsen and Daniel Santos Paim and Tha{\'{\i}}s Regina Brunetto and D{\'{e}}bora Da Cruz Pay{\~{a}}o Pellegrini and Paulo Eduardo Bennemann and Silvana Giacomini Collet and Lilian Kolling Girardini
"Microbiology quality, detection of enterotoxin genes and antimicrobial resistance of Staphylococcus aureus isolated from milk and Coalho cheese",,10.5433/1679-0359.2018v39n5p1957,True,Microbiology quality_ detection of enterotoxin genes and antimicrobial resistance of Staphylococcus aureus isolated from milk and Coalho cheese.pdf,2018,,Universidade Estadual de Londrina,True,SciHub,Cec{\'{\i}}lia Teresa Muniz Pereira and Di{\^{e}}go S{\'{a}}vio Vasconcelos de Oliveira and Vanessa Solano Veloso and Sabina Dos Santos Paulino Silva and Leidiane Sousa Santos and An{\'{\i}}sio Ferreira Lima Neto and Felipe Ara{\'{u}}jo de Alcantara Oliveira and Maria Celeste Nunes de Melo and Maria Jos{\'{e}} Dos Santos Soares
,,10.5455/jabar.2014.a30,False,,,,,False,,
Isolation and characterization of Staphylococcus aureus from raw cow milk in Bangladesh,,10.5455/javar.2015.b47,True,Isolation and characterization of Staphylococcus aureus from raw cow milk in Bangladesh.pdf,2015,,{ScopeMed},True,SciHub,Mueena Jahan and Marzia Rahman and Md Parvej and Shah Chowdhury and Md Haque and Md Talukder and Sultan Ahmed
Antibiotic resistance profile of bacteria isolated from raw milk samples of cattle and buffaloes,,10.5455/javar.2016.c133,True,Antibiotic resistance profile of bacteria isolated from raw milk samples of cattle and buffaloes.pdf,2016,,{ScopeMed},True,SciHub,Tahlina Tanzin and K Nazir and Mst Zahan and Md Parvej and Khalada Zesmin and Md Rahman
"Prevalence and phenotypic detection of methicillin resistance Staphylococcus aureus between ruminants butchered for humanoid intake and animal handlers in Maiduguri, Nigeria",,10.5455/javar.2016.c145,True,,2016,,{ScopeMed},False,,Isa Gulani and Yaqub Geidam and Lawan Adamu and J Lawal and Falmata Abadam
Isolation and identification of duck egg-borne bacteria and their antibiogram profile,,10.5455/javar.2018.e253,True,,2018,,{ScopeMed},False,,Fateha Ema and Mohammad Arif and Md Islam and Mst Khatun
Prevalence and characteristics of Shiga-toxin producing Escherichia coli (STEC) isolated from beef slaughterhouse,,10.5455/javar.2018.e271,True,Prevalence and characteristics of Shiga-toxin producing Escherichia coli _STEC_ isolated from beef slaughterhouse.pdf,2018,,{ScopeMed},True,SciHub,Md Parvej and Montasir Mamun and Jayedul Hassan and Md Mahmud and Marzia Rahman and Md Rahman and Md Rahman and K Nazir
,,10.5455/vetworld.2010.65-67,False,,,,,False,,
Screening of bovine milk samples for sub-clinical mastitis and antibiogram of bacterial isolates,,10.5455/vetworld.2011.358-359,True,,2011,,{ScopeMed},False,,Harini BR
"Antimicrobial drug susceptibility of Staphylococcus aureus from subclinical bovine mastitis in Coimbatore, Tamilnadu, South India",,10.5455/vetworld.2012.352-355,True,Antimicrobial drug susceptibility of Staphylococcus aureus from subclinical bovine mastitis in Coimbatore_ Tamilnadu_ South India.pdf,2012,,{ScopeMed},True,SciHub,H Mubarack and A Doss and M Vijayasanthi and R Venkataswamy
"Antibiotic resistance profile of Escherichia coli isolates from Colibacillosis in and around Pantnagar, India",,10.5455/vetworld.2012.405-408,True,Antibiotic resistance profile of Escherichia coli isolates from Colibacillosis in and around Pantnagar_ India.pdf,2012,,{ScopeMed},True,SciHub,Sumit Joshi and Rashmi Singh and S Singh
"Study on occurrence and antibiogram pattern of Escherichia coli from raw milk samples in Anand, Gujarat, India",,10.5455/vetworld.2012.556-559,True,Study on occurrence and antibiogram pattern of Escherichia coli from raw milk samples in Anand_ Gujarat_ India.pdf,2012,,{ScopeMed},True,SciHub,H Thaker and M Brahmbhatt and J Nayak
"Isolation and identification of Staphylococcus aureus from milk and milk products and their drug resistance patterns in Anand, Gujarat",,10.5455/vetworld.2013.10-13,True,,2013,,{ScopeMed},False,,H Thaker and M Brahmbhatt and J Nayak
Antibiogram pattern of bacteria causing endometritis in cows,,10.5455/vetworld.2013.100-102,True,Antibiogram pattern of bacteria causing endometritis in cows.pdf,2013,,{ScopeMed},True,SciHub,S Udhayavel and S Malmarugan and K Palanisamy and Johnson Rajeswar
"Prevalence, genetic profile of virulence determinants and multidrug resistance of Escherichia coli isolates from foods of animal origin",,10.5455/vetworld.2013.139-142,True,Prevalence_ genetic profile of virulence determinants and multidrug resistance of Escherichia coli isolates from foods of animal origin.pdf,2013,,{ScopeMed},True,SciHub,Mohd Rashid and Sanjay Kotwal and M Malik and Maninder Singh
"Isolation of pathogenic Escherichia coli from buffalo meat sold in Parbhani city, Maharashtra, India",,10.5455/vetworld.2013.277-279,True,Isolation of pathogenic Escherichia coli from buffalo meat sold in Parbhani city_ Maharashtra_ India.pdf,2013,,{ScopeMed},True,SciHub,C Shekh and V Deshmukh and R Waghamare and N Markandeya and M Vaidya
"Antibiogram of mastitis pathogens in the milk of crossbred cows in Namakkal district, Tamil Nadu",,10.5455/vetworld.2013.354-356,True,Antibiogram of mastitis pathogens in the milk of crossbred cows in Namakkal district_ Tamil Nadu.pdf,2013,,{ScopeMed},True,SciHub,M Jeykumar and G Vinodkumar and Bimal Bashir and Sudhakar Krovvidi
"Study on isolation, molecular detection of virulence gene and antibiotic sensitivity pattern of Escherichia coli isolated from milk and milk products",,10.5455/vetworld.2013.541-545,True,Study on isolation_ molecular detection of virulence gene and antibiotic sensitivity pattern of Escherichia coli isolated from milk and milk products.pdf,2013,,{ScopeMed},True,SciHub,P Virpari and J Nayak and M Brahmbhatt and H Thaker
Prevalence and Characterization of Shiga-Toxin O157:H7 and Non-O157:H7 EnterohemorrhagicEscherichia ColiIsolated from Different Sources,,10.5504/BBEQ.2013.0031,True,Prevalence and Characterization of Shiga-Toxin O157_H7 and Non-O157_H7 EnterohemorrhagicEscherichia ColiIsolated from Different Sources.pdf,2013,,Informa {UK} Limited,True,SciHub,Samy A. Selim and Salwa F. Ahmed and Mohamed H. Abdel Aziz and Amira M. Zakaria and John D. Klena and Domenico Pangallo
Increases of Antibiotic Resistance in Excessive Use of Antibiotics in Smallholder Dairy Farms in Northern Thailand,,10.5713/ajas.2012.12023,True,,2012,,Asian Australasian Association of Animal Production Societies,False,,W. Suriyasathaporn and V. Chupia and T. Sing-Lah and K. Wongsawan and R. Mektrirat and W. Chaisri
Prevalence and antibiotic resistance of Salmonella from the eggs of commercial samples,,10.5799/ahinjs.02.2011.03.0023,True,,2011,,Association of Health Investigations,False,,HT Harsha
Characteristics of Methicillin Resistant Staphylococcus aureus Strains Isolated From Poultry in Iran,,10.5812/archcid.30885,True,,2015,,Kowsar Medical Institute,False,,Fateh Rahimi and Sharmin Karimi
"Isolation, Antimicrobial Susceptibility Profile and Detection of Sul1, blaTEM, and blaSHV in Amoxicillin-Clavulanate-Resistant Bacteria Isolated From Retail Sausages in Kampar, Malaysia",,10.5812/jjm.37897,True,,2016,,Kowsar Medical Institute,False,,Lih-Shin Tew and Li-Yen She and Choy-Hoong Chew
"Antimicrobial Resistance in Salmonella enterica Isolated From Pork, Chicken, and Vegetables in Southern Thailand",,10.5812/jjm.4312,True,Antimicrobial Resistance in Salmonella enterica Isolated From Pork_ Chicken_ and Vegetables in Southern Thailand.pdf,2012,,Kowsar Medical Institute,True,SciHub,Monthon Lertworapreecha and Suparat Sutthimusik and Kumchai Tontikapong
"Virulence Genes and Phenotypic Evaluation of the Antibiotic Resistance of Vero Toxin Producing Escherichia coli Recovered From Milk, Meat, and Vegetables",,10.5812/jjm.62288,True,,2018,,Kowsar Medical Institute,False,,Zohreh Mashak
,,10.5829/idosi.gv.2015.15.05.94188,False,,,,,False,,
Drug resistant Salmonella in broiler chicken sold at local market in Bangladesh and its public health significance,,10.5897/AJB2015.14736,True,Drug resistant Salmonella in broiler chicken sold at local market in Bangladesh and its public health significance.pdf,2015,,Academic Journals,True,SciHub,Aditya Abanish
,,10.5897/AJMR10.782,False,,,,,False,,
"Bacterial community associated with bovine tripe sold in Mafikeng Municipality, South Africa",,10.5897/AJMR11.192,True,Bacterial community associated with bovine tripe sold in Mafikeng Municipality_ South Africa.pdf,2011,,Academic Journals,True,SciHub,Aka R J Ndeddy and Olubukola O Babalola
"Antibiotic resistance in Escherichia coli isolated from healthy cattle at a major cattle market in Ibadan, Oyo State, South Western, Nigeria",,10.5897/AJMR2013.6028,True,Antibiotic resistance in Escherichia coli isolated from healthy cattle at a major cattle market in Ibadan_ Oyo State_ South Western_ Nigeria.pdf,2013,,Academic Journals,True,SciHub,A O Ogunleye and A O Okunlade and F O Jeminlehin and A T P Ajuwape
"Methicillin-resistant Staphylococcus aureus (MRSA) colonization rate among ruminant animals slaughtered for human consumption and contact persons in Maiduguri, Nigeria",,10.5897/AJMR2014.6855,True,Methicillin-resistant Staphylococcus aureus _MRSA_ colonization rate among ruminant animals slaughtered for human consumption and contact persons in Maiduguri_ Nigeria.pdf,2014,,Academic Journals,True,SciHub,I. B. Mai-siyama and K. O. Okon and N. B. Adamu and U. M. Askira and T. M. Isyaka and S. G. Adamu and A. Mohammed
Prevalence and antimicrobial susceptibility pattern of Staphylococcus aureus from raw camel and goat milk from somali region of Ethiopia,,10.5897/AJMR2015.7517,True,Prevalence and antimicrobial susceptibility pattern of Staphylococcus aureus from raw camel and goat milk from somali region of Ethiopia.pdf,2016,,Academic Journals,True,SciHub,Teshome Befekadu and Tefera Genene and Belete Bizuayehu and Mekuria Abebe
"Prevalence and antimicrobial susceptibility profile of Salmonella species from ready-to-eat foods from catering establishments in Jigjiga City, Ethiopia",,10.5897/AJMR2016.7944,True,Prevalence and antimicrobial susceptibility profile of Salmonella species from ready-to-eat foods from catering establishments in Jigjiga City_ Ethiopia.pdf,2016,,Academic Journals,True,SciHub,Wolde Tesfaye and Abate Melese and Sileshi Henok and Mekonnen Yohannis
"Recovery and prevalence of antibiotic-resistant Salmonella from fresh goat meat in Arusha, Tanzania",,10.5897/AJMR2016.8137,True,Recovery and prevalence of antibiotic-resistant Salmonella from fresh goat meat in Arusha_ Tanzania.pdf,2016,,Academic Journals,True,SciHub,O. Mwanyika Gaspary and Buza Joram and T. Rugumisa Benardether and Luanda Catherine and Murutu Rehema and lyimo Beatus and Subbiah Murugan and R. Call Douglas
Lactic acid bacteria from traditionally processed corn beer and palm wine against selected food-borne pathogens isolated in south west region of Cameroon,,10.5897/AJMR2016.8143,True,Lactic acid bacteria from traditionally processed corn beer and palm wine against selected food-borne pathogens isolated in south west region of Cameroon.pdf,2016,,Academic Journals,True,SciHub,Tatsinkou Fossi Bertrand and Anyangwe Irene and Tavea Frederic and Ebong Lucas Kome and Akenji Nkuo Theresa
Prevalence and Antibiotic Susceptibility of Escherichia coli and Salmonella spp. isolated from milk of zero grazed cows in Arusha City,,10.5897/AJMR2016.8209,True,Prevalence and Antibiotic Susceptibility of Escherichia coli and Salmonella spp. isolated from milk of zero grazed cows in Arusha City.pdf,2016,,Academic Journals,True,SciHub,M. Sudda Martha and B. Mtenga Adelard and J. Kusiluka Lughano and Kassim Neema
,,10.5897/AJMR2016.8329,False,,,,,False,,
"Prevalence and antimicrobial susceptibility of Salmonella isolates from apparently healthy slaughtered goats at Dire Dawa municipal abattoir, Eastern Ethiopia",,10.5897/JMA2014.0331,True,Prevalence and antimicrobial susceptibility of Salmonella isolates from apparently healthy slaughtered goats at Dire Dawa municipal abattoir_ Eastern Ethiopia.pdf,2015,,Academic Journals,True,SciHub,Ferede Beshatu and Desissa Fanta and Feleke Aklilu and Tadesse Getachew and Moje Nebyu
"Isolation, Identification and Antibiogram ofStaphylococcus aureusIsolated from Bovine Mastitis",,10.5958/0973-9149.2016.00009.5,True,,2016,,Diva Enterprises Private Limited,False,,Falguni M. Parth and H.C. Chauhan and A.G. Bhagat and B.S. Chandel and Patel K. Bharat and Kirit B. Patel and H.N. Kher
Prevalence and characterization of coagulase negative staphylococci associated with buffalo mastitis,,10.5958/0974-0147.2014.00007.5,True,,2014,,Diva Enterprises Private Limited,False,,M. Singh and A. Sharma and D. Mittal and G. Charaya
"Prevalence of Staphylococcus aureus in Retail Chicken meat Samples in Jalandhar, Punjab",,10.5958/0974-360X.2017.00058.0,True,,2017,,A and V Publications,False,,Doungue Takwete Herve and Gaurav Kumar
,,10.5968/0974-0147.2015.00005.7,False,,,,,False,,
,,10.6048/j.issn.1001-4330.2012.11.027,False,,,,,False,,
,,10.6048/j.issn.1001-4330.2017.09.020,False,,,,,False,,
,,10.6048/j.issn.1001-4330.2017.12.019,False,,,,,False,,
,,10.6048/j.issn.1001-4330.2018.02.022,False,,,,,False,,
,,10.6048/j.issn.1001-4330.2018.08.022,False,,,,,False,,
,,10.7456/1070DSE/108,False,,,,,False,,
,,10.7506/spkx1002-6630-201417041,False,,,,,False,,
,,10.7506/spkx1002-6630-201717012,False,,,,,False,,
,,10.7506/spkx1002-6630-20180405-064,False,,,,,False,,
,,10.7555/JBR.31.20160094,False,,,,,False,,
PREVALENCE OF SULFONAMIDE AND FLORFENICOL RESISTANCE GENES INESCHERICHIA COLIISOLATED FROM YAKS (BOS GRUNNIENS) AND HERDSMEN IN THE TIBETAN PASTURE,,10.7589/2014-09-234,True,PREVALENCE OF SULFONAMIDE AND FLORFENICOL RESISTANCE GENES INESCHERICHIA COLIISOLATED FROM YAKS _BOS GRUNNIENS_ AND HERDSMEN IN THE TIBETAN PASTURE.pdf,2015,,Wildlife Disease Association,True,SciHub,Anyun Zhang and Yunfei Yang and Hongning Wang and Changwei Lei and Changwen Xu and Zhongbin Guan and Bihui Liu and Xi Huang and Linyao Peng
FROM WHENCE THEY CAME—ANTIBIOTIC-RESISTANTESCHERICHIA COLIIN AFRICAN WILDLIFE,,10.7589/2014-11-257,True,FROM WHENCE THEY CAME_ANTIBIOTIC-RESISTANTESCHERICHIA COLIIN AFRICAN WILDLIFE.pdf,2015,,Wildlife Disease Association,True,SciHub,Sarah Elizabeth Jobbins and Kathleen Ann Alexander
"Detection and drug resistance profile of Escherichia coli from subclinical mastitis cows and water supply in dairy farms in Saraburi Province, Thailand",,10.7717/peerj.3431,True,Detection and drug resistance profile of Escherichia coli from subclinical mastitis cows and water supply in dairy farms in Saraburi Province_ Thailand.pdf,2017,,{PeerJ},True,SciHub,Woranich Hinthong and Natapol Pumipuntu and Sirijan Santajit and Suphang Kulpeanprasit and Shutipen Buranasinsup and Nitat Sookrung and Wanpen Chaicumpa and Pisinee Aiumurai and Nitaya Indrawattana
"Molecular Characterization of Antibiotic-Resistant Bacteria in Contaminated Chicken Meat Sold at Supermarkets in Bangkok, Thailand",,10.7883/yoken.65.527,True,Molecular Characterization of Antibiotic-Resistant Bacteria in Contaminated Chicken Meat Sold at Supermarkets in Bangkok_ Thailand.pdf,2012,,"Editorial Committee of Japanese Journal of Infectious Diseases, National Institute of Infectious Dis",True,SciHub,Chaiyaporn Chaisatit and Chanwit Tribuddharat and Chaiwat Pulsrikarn and Surang Dejsirilert
"Prevalence and Antibiotic Resistance Profile of Salmonella Isolates from Commercial Poultry and Poultry Farm-handlers in Jos, Plateau State, Nigeria",,10.9734/BMRJ/2014/5872,True,,2014,,Sciencedomain International,False,,G. Agada
Antimicrobial Resistance Patterns of Salmonella Strains Isolated from Beef in Namibia,,10.9734/BMRJ/2016/19775,True,,2016,,Sciencedomain International,False,,Renatus Shilangale and Godwin Kaaya and Percy Chimwamurombe
